Source,URL,Mise à jour,Catégorie,Question,Réponse,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,Qu’est-ce que le coronavirus COVID-19 ?,"Les coronavirus sont une famille de virus, qui provoquent des maladies allant d’un simple rhume (certains virus saisonniers sont des coronavirus) à des pathologies plus sévères comme le MERS-CoV ou le SRAS. 
Le virus identifié en janvier 2020 en Chine est un nouveau coronavirus, nommé SARS-CoV-2. La maladie provoquée par ce coronavirus a été nommée COVID-19 par l’Organisation mondiale de la Santé - OMS. Depuis le 11 mars 2020, l’OMS qualifie la situation mondiale du COVID-19 de pandémie ; c’est-à-dire que l’épidémie est désormais mondiale.",,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,D’où vient le coronavirus COVID-19 ? ,Les premières personnes à avoir contracté le virus s’étaient rendues au marché de Wuhan dans la Province de Hubei en Chine. La maladie semblerait donc venir d’un animal (zoonose) mais l’origine n’a pas été confirmée.,,,,,,,,,,,,,,,,,,,,
Premier Ministre,www.gouvernement.fr/info-coronavirus,02/04/2020 23:00,Le virus,Quel est la dangerosité du coronavirus ?,"Le coronavirus est dangereux pour trois raisons :
-	Il est tres contagieux : chaque personne infectée va contaminer au moins 3 personnes en l'absence de mesures de protection.
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Existe-t-il d’autres modalités de signature à distance pour ces accords pendant l’épidémie de COVID-19 ?,"Du fait des circonstances exceptionnelles liées à l’épidémie de COVID-19, il est possible d’envoyer le projet soumis à signature à l’ensemble des parties à la négociation afin que chacune le signe manuellement.

- Si les signataires disposent de moyens d’impression : ils impriment le projet, le paraphent et le signent manuellement puis le numérisent (ou prennent en photo chaque page avec leur téléphone en s’assurant que le document soit lisible) et renvoient le document signé ainsi numérisé par voie électronique.
- S’ils ne disposent pas de moyens d’impression : un exemplaire du projet d’accord soumis à signature à chaque partie à la négociation peut être envoyé par courrier ou porteur. Une fois l’exemplaire reçu, chaque signataire peut signer et parapher puis numériser (ou prendre en photo) le document et le renvoyer par voie électronique.

Il est préférable que les signatures de l’ensemble des parties figurent sur le même exemplaire. Si cela n’est pas possible, l’accord ainsi signé sera constitué de l’ensemble des exemplaires signés par chaque partie. En ce qui concerne les accords d’entreprises, les accords ainsi signés pourront être déposés via la téléprocédure, à condition de regrouper l’ensemble des exemplaires signés en un seul fichier pdf.

Enfin, une organisation peut donner mandat à une autre pour signer un accord collectif. Ainsi, par exemple, une organisation syndicale de salariés peut donner mandat à une organisation professionnelle d’employeurs ou un employeur pour signer un accord collectif. Dans ce cas, l’organisation syndicale peut définir précisément dans son mandat la version du projet d’accord qui emporte son consentement ou pour lequel elle donne mandat à l’organisation professionnelle ou à l’employeur. Cette dernière solution présente l’avantage d’une forme souple. Il est recommandé que le mandat soit écrit pour en faciliter la preuve, mais il peut résider en un simple mail pour autant que l’on puisse en identifier l’auteur.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Est-il possible de consulter les salariés à distance, pendant l’épidémie de COVID-19 ?,"Du fait des risques sanitaires liés à l’épidémie de COVID-19, il est recommandé de ne pas réunir l’ensemble des salariés pour recueillir leur approbation à l’occasion d’une consultation.

Un dispositif électronique de recueil de l’approbation des salariés à distance peut cependant être mis en place, dans les entreprises de moins de onze salariés dépourvues de délégué syndical (art. L. 2232-21 du code du travail) ainsi que dans les entreprises de onze à vingt salariés dépourvues également de membre élu de la délégation du personnel du CSE (art. L. 2232-23).

Ce dispositif doit garantir deux éléments fondamentaux : la confidentialité du vote et l’émargement des personnes consultées, afin d’éviter le vote multiple. En effet, à la différence des représentants de salariés, les salariés faisant l’objet d’une consultation ne sont pas des salariés protégés. C’est pourquoi les dispositifs de consultation, à l’exception de ceux liés à la participation, l’intéressement et l’épargne salariale, (conclus dans les conditions mentionnées aux articles L. 3312-5 et L. 3322-6) prévoient impérativement la confidentialité des votes.

Afin de garantir l’intégrité du vote, les entreprises sont encouragées à joindre un récapitulatif de l’opération de vote électronique émis par le prestataire lors du dépôt de l’accord.

Des outils de sondage disponibles en ligne (Helios) ainsi que des prestataires proposent des solutions permettant d’assurer tant la confidentialité du vote que l’émargement des votants.",,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Existe-t-il une procédure adaptée pour le dépôt d’un accord de branche ?,"Du fait des circonstances exceptionnelles liées à l’épidémie de COVID-19, la procédure de dépôt des accords de branche est adaptée.

Les branches doivent en priorité déposer leur accord par voie électronique à l’adresse depot.accord@travail.gouv.fr en ajoutant aux pièces habituellement requises (version word anonymisée et justificatifs de notification de l’accord aux organisations syndicales représentatives) une version PDF de l’accord signé (ou une version de l’ensemble des exemplaires signés par chacune des parties s’il n’a pas été possible de faire figurer l’ensemble des signatures sur le même exemplaire).

L’accord sera enregistré dès réception des pièces transmises par voie électronique. Le dépôt papier de l’original signé de l’accord pourra être effectué postérieurement au dépôt de la version électronique.

Lors du dépôt électronique d’un accord conclu en application des ordonnances du 25 mars 2020, il est conseillé à la branche de préciser dans l’objet de son mail « accord ordonnances Covid-19 » afin que l’accord soit enregistré en priorité. Il convient de préciser également si l’extension de l’accord est demandée.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Comment puis-je adapter mon activité à la baisse ?,"L’activité partielle est un outil de prévention des licenciements économiques qui permet de maintenir les salariés dans l’emploi afin de conserver des compétences, voire de les renforcer lorsque leur entreprise fait face à des difficultés économiques conjoncturelles.
Dans un contexte économique difficile, le recours à l’activité partielle se révèle être un outil important pour préserver l’emploi.
L’activité partielle s’adresse aux entreprises qui subissent :
- soit une réduction de la durée habituelle de temps de travail de l’établissement ;
- soit une fermeture temporaire de tout ou partie de l’établissement.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Quelles conséquences a l'activité partielle sur le contrat de travail ?,"Lorsque les salariés sont placés en position d’activité partielle, le contrat de travail est suspendu mais non rompu. Ainsi, sur les heures ou périodes non travaillées, les salariés ne doivent ni être sur leur lieu de travail, ni à disposition de leur employeur, ni se conformer à ses directives.

Le contrat de travail étant suspendu, les salariés percevront une indemnité compensatrice versée par leur employeur. Cette indemnité devra correspondre au minimum à 70 % de la rémunération antérieure brute servant d’assiette de calcul des congés payés (article R. 5122-18 du code du travail) et peut être augmentée par l’employeur.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Quelle compensation financière pour l’employeur en cas d'activité partielle ?,Pour accompagner le versement de l’indemnité, l’employeur bénéficiera d’une allocation cofinancée par l’État et l’Unédic et correspondant à 70% de la rémunération antérieure brute du salarié servant d’assiette de calcul des congés payés dans la limite de 70 % de 4,5 SMIC. Ainsi, le reste à charge des entreprises sera nul pour les salariés dont la rémunération est inférieure à 4,5 SMIC.,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Comment faire une demande d’activité partielle ?,"Toutes les demandes doivent être déposées sur le portail dédié : https://activitepartielle.emploi.gouv.fr/aparts/
L’employeur dispose d’un délai de 30 jours à compter du placement des salariés en activité partielle pour déposer sa demande.
",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Quel est le délai d’instruction de la demande d’activité partielle ?,L’autorité administrative validera en 48 heures les demandes. A défaut de réponse, la demande sera validée implicitement.,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Quels sont les cas éligibles à l’activité partielle ?,"Le dispositif d’activité partielle peut être sollicité par les entreprises :
- Si elles sont concernées par les arrêtés prévoyant une fermeture ;
- OU si elles sont confrontées à une baisse d’activité /des difficultés d’approvisionnement pouvant être objectivées ;
- OU s’il leur est impossible de mettre en place les mesures de prévention nécessaires pour la protection de la santé des salariés (télétravail, gestes barrière, etc.).",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Quelles sont les formations éligibles au FNE-Formation ?,"Les actions éligibles sont celles mentionnées à l’article L.6313-1 et celles permettant d’obtenir une des qualifications mentionnées à l’article L. 6314-1 du code du travail. Il peut s’agir d’un titre ou diplôme à finalité professionnelle inscrit au répertoire national des certifications professionnelles, d’une qualification reconnue dans les classifications d’une convention collective nationale de branche ou d’un certificat de qualification professionnelle. Les actions de formation éligibles peuvent se dérouler à distance.

Les actions concernées peuvent se dérouler notamment dans le cadre du plan de développement des compétences ou encore par le biais du compte personnel de formation mis en œuvre durant le temps de travail.",,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Quelle est la prise en charge de l’État dans les FNE-Formation ?,Si les salariés sont placés en activité partielle, la prise en charge par l’État sera de 100% des coûts pédagogiques pour les actions réalisées dans le cadre du plan de développement des compétences.,,,,,,,,,,,,,,,,,,,
Ministère du Travail,travail-emploi.gouv.fr,02/04/2020 00:00,Je suis employeur,Le FNE-Formation,"En cas de sous-activité prolongée, voire d’arrêt total de l’activité, les entreprises peuvent demander à bénéficier du FNE-Formation en plus de l’activité partielle afin d’investir dans les compétences des salariés.

Formalisée par une convention conclue entre l’État (la Direccte) et l’entreprise (ou l’opérateur de compétences - OPCO), le FNE-Formation a pour objet la mise en œuvre d’actions de formation, afin de faciliter la continuité de l’activité des salariés face aux transformations consécutives aux mutations économiques et technologiques, et de favoriser leur adaptation à de nouveaux emplois.",,,,,,,,,,,,,,,,,,,,
